user_id,property_id,score,clicks,favorito,contacto
2,33,0.4769,1,0,0
2,35,0.53,1,0,0
2,36,0.4623,1,1,0
2,38,0.4364,1,0,0
2,40,0.632,2,0,0
2,41,0.4454,1,0,0
2,42,0.5459,2,0,0
2,47,0.6021,1,0,0
2,55,0.6329,1,0,0
2,57,0.5887,1,0,0
2,58,0.4,1,1,0
2,59,0.58,2,0,0
2,65,0.4423,1,0,0
2,71,0.4813,1,0,0
2,72,0.485,2,0,0
2,73,0.45,1,0,0
2,75,0.5394,2,0,0
2,76,0.5029,1,0,0
2,77,0.53,1,1,0
2,79,0.5724,1,0,0
2,80,0.4505,2,0,0
2,81,0.4167,1,0,0
2,86,0.45,2,0,0
2,89,0.4566,1,0,0
2,93,0.5409,2,0,0
2,96,0.59,1,1,0
2,101,0.45,1,0,0
2,102,0.4661,2,0,0
2,103,0.556,1,0,0
2,104,0.45,1,0,0
2,106,0.4,2,0,0
2,115,0.4243,2,1,0
2,117,0.43,1,0,0
2,119,0.5143,1,0,0
2,122,0.5,1,0,0
2,125,0.8001,2,0,0
2,128,0.7101,3,1,0
2,131,0.492,2,0,0
2,138,0.7863,2,1,0
2,139,0.5526,1,0,0
2,140,0.5104,1,1,0
2,144,0.5904,2,0,0
2,147,0.4478,2,0,0
3,2,0.897,3,1,1
3,5,0.425,2,1,0
3,6,0.425,1,1,0
3,9,0.6047,1,0,0
3,10,0.6458,1,1,0
3,11,0.8295,3,1,0
3,12,0.8138,1,0,0
3,15,0.7642,3,1,1
3,17,0.425,1,1,0
3,18,0.8655,3,1,1
3,19,0.5726,1,0,0
3,20,0.6923,2,0,0
3,21,0.425,1,0,0
3,23,0.7352,3,1,1
3,24,0.7108,1,1,0
3,28,0.5709,1,0,0
3,32,0.425,1,0,0
3,33,0.924,2,1,0
3,34,0.425,1,0,0
3,35,0.405,1,0,0
3,36,0.9012,3,1,0
3,38,0.7071,2,1,1
3,39,0.425,2,0,0
3,40,0.8301,2,1,1
3,41,0.7224,4,1,1
3,42,0.8917,2,1,1
3,44,0.475,1,1,0
3,45,0.405,1,0,0
3,46,0.625,1,0,0
3,47,0.646,1,1,0
3,48,0.425,2,0,0
3,49,0.555,1,1,0
3,51,0.425,1,0,0
3,55,0.555,2,0,0
3,56,0.425,1,1,0
3,57,0.6953,2,0,0
3,59,0.405,1,0,0
3,60,0.425,1,0,0
3,61,0.425,2,0,0
3,63,0.425,1,0,0
3,64,0.625,2,1,0
3,65,0.8977,3,1,0
3,70,0.672,2,0,0
3,71,0.7665,3,0,0
3,72,0.7601,4,1,0
3,75,0.625,1,0,0
3,76,0.6343,1,0,0
3,77,0.555,2,0,0
3,79,0.8466,3,0,0
3,80,0.7311,3,0,0
3,81,0.9086,1,0,0
3,82,0.425,1,0,0
3,86,0.475,2,0,0
3,87,0.705,4,1,1
3,89,0.7415,4,1,1
3,91,0.425,1,0,0
3,93,0.8151,3,1,0
3,94,0.425,1,0,0
3,95,0.425,1,0,0
3,96,0.555,1,0,0
3,98,0.555,1,0,0
3,99,0.7184,2,1,0
3,102,0.5226,2,0,0
3,103,0.7893,3,1,1
3,107,0.8297,2,1,1
3,108,0.425,1,1,0
3,110,0.425,1,1,0
3,112,0.425,1,0,0
3,113,0.425,2,0,0
3,115,0.6865,2,1,0
3,117,0.555,1,0,0
3,119,0.7752,3,1,1
3,120,0.425,2,0,0
3,121,0.625,1,0,0
3,125,0.5845,2,0,0
3,128,0.555,2,0,0
3,131,0.8983,2,1,1
3,132,0.425,1,0,0
3,135,0.7036,2,1,0
3,136,0.425,1,0,0
3,137,0.7073,1,1,1
3,138,0.6079,2,1,0
3,139,0.8803,3,0,0
3,140,0.748,2,1,1
3,141,0.475,2,0,0
3,144,0.5639,1,0,0
3,147,0.7265,4,1,0
3,150,0.425,1,0,0
4,2,0.8014,3,1,0
4,5,0.425,1,1,0
4,6,0.425,1,1,0
4,9,0.5761,2,0,0
4,10,0.48,1,0,0
4,11,0.705,2,0,0
4,12,0.78,2,1,1
4,15,0.516,1,0,0
4,16,0.4,1,0,0
4,17,0.5,2,0,0
4,18,0.6651,2,0,0
4,19,0.6893,1,0,0
4,20,0.405,1,0,0
4,23,0.7448,2,1,1
4,24,0.5078,2,0,0
4,28,0.617,1,1,0
4,31,0.428,1,1,0
4,32,0.5,1,1,0
4,33,0.7562,2,1,0
4,35,0.5499,1,0,0
4,36,0.7948,3,1,0
4,38,0.7135,3,1,1
4,39,0.5,2,0,0
4,40,0.78,3,1,0
4,41,0.6897,1,0,0
4,42,0.7058,1,1,0
4,44,0.6648,1,0,0
4,45,0.613,1,0,0
4,46,0.8747,1,1,1
4,47,0.63,2,0,0
4,48,0.425,2,0,0
4,49,0.6976,2,0,0
4,51,0.425,2,0,0
4,55,0.4,1,0,0
4,56,0.5,1,1,0
4,57,0.625,1,0,0
4,59,0.6142,1,0,0
4,61,0.425,1,0,0
4,64,0.7452,3,1,0
4,65,0.6402,1,0,0
4,70,0.6932,1,0,0
4,71,0.5946,1,0,0
4,72,0.5846,1,0,0
4,75,0.625,1,0,0
4,76,0.55,1,0,0
4,77,0.5382,1,1,0
4,79,0.78,3,0,0
4,80,0.6761,2,0,0
4,81,0.7083,1,1,0
4,82,0.425,2,0,0
4,87,0.8173,3,1,0
4,89,0.6599,2,0,0
4,91,0.5,1,0,0
4,93,0.705,3,1,0
4,94,0.425,1,0,0
4,98,0.6378,1,0,0
4,99,0.6209,1,0,0
4,102,0.8422,4,1,0
4,103,0.705,2,1,0
4,104,0.4733,2,0,0
4,106,0.4228,1,0,0
4,107,0.8312,2,0,0
4,109,0.6499,1,0,0
4,112,0.5,2,0,0
4,115,0.7456,1,1,0
4,116,0.5954,2,0,0
4,117,0.7894,2,1,0
4,119,0.63,2,0,0
4,120,0.425,2,0,0
4,121,0.705,2,1,0
4,122,0.4,1,0,0
4,131,0.7161,2,1,0
4,132,0.425,1,0,0
4,135,0.6439,1,1,0
4,136,0.425,1,0,0
4,137,0.6381,1,0,0
4,138,0.4312,1,0,0
4,139,0.7631,1,0,0
4,140,0.7248,1,1,0
4,141,0.7362,3,1,1
4,144,0.5528,2,0,0
4,147,0.6833,1,1,0
5,1,0.7,3,0,0
5,2,0.4145,1,0,0
5,3,0.55,1,1,0
5,4,0.55,1,1,0
5,5,0.55,1,0,0
5,6,0.4,2,0,0
5,8,0.55,1,1,0
5,12,0.43,1,0,0
5,13,0.4,1,0,0
5,14,0.55,1,0,0
5,15,0.5095,1,0,0
5,17,0.55,1,0,0
5,19,0.5989,1,0,0
5,21,0.4,1,1,0
5,23,0.7312,2,1,0
5,24,0.4338,2,0,0
5,25,0.55,1,1,0
5,27,0.4,2,0,0
5,28,0.4514,2,0,0
5,29,0.55,1,0,0
5,32,0.55,1,0,0
5,34,0.4,2,0,0
5,36,0.4085,2,0,0
5,38,0.771,1,0,0
5,39,0.55,1,0,0
5,40,0.43,1,0,0
5,41,0.7494,2,1,0
5,43,0.4,2,1,0
5,44,0.5228,1,0,0
5,46,0.509,2,0,0
5,47,0.58,2,0,0
5,48,0.55,1,0,0
5,49,0.5526,1,0,0
5,51,0.55,1,0,0
5,52,0.4,1,0,0
5,53,0.4,1,0,0
5,54,0.55,1,0,0
5,56,0.55,1,1,0
5,58,0.4,1,0,0
5,60,0.4,2,0,0
5,61,0.55,1,0,0
5,62,0.7,1,1,0
5,63,0.4,1,0,0
5,66,0.55,1,0,0
5,68,0.55,2,0,0
5,70,0.6293,2,0,0
5,71,0.6627,1,1,0
5,72,0.5037,1,1,0
5,73,0.4,1,0,0
5,78,0.55,1,0,0
5,79,0.43,1,0,0
5,80,0.5869,1,0,0
5,82,0.55,1,0,0
5,83,0.55,1,1,0
5,85,0.4,1,0,0
5,87,0.4433,1,0,0
5,88,0.7,1,1,0
5,89,0.7222,1,1,1
5,90,0.55,1,0,0
5,91,0.55,1,0,0
5,92,0.7,1,0,0
5,93,0.43,2,0,0
5,94,0.55,2,0,0
5,95,0.4,1,1,0
5,97,0.7,3,1,0
5,98,0.5665,2,0,0
5,99,0.605,2,0,0
5,100,0.55,1,0,0
5,102,0.6301,1,1,0
5,105,0.7,1,1,1
5,107,0.4901,2,0,0
5,108,0.4,2,0,0
5,109,0.5092,1,0,0
5,110,0.4,1,0,0
5,112,0.55,2,0,0
5,113,0.4,2,0,0
5,114,0.55,2,0,0
5,115,0.6498,1,0,0
5,117,0.7179,3,1,0
5,118,0.7,2,1,0
5,120,0.55,1,0,0
5,121,0.43,2,0,0
5,123,0.7,2,1,0
5,126,0.7,2,0,0
5,127,0.4,2,0,0
5,129,0.7,4,1,1
5,130,0.55,1,0,0
5,131,0.4868,1,1,0
5,132,0.55,1,1,0
5,134,0.4,2,0,0
5,135,0.6259,2,0,0
5,136,0.4,2,0,0
5,137,0.6206,2,1,0
5,139,0.4613,1,0,0
5,140,0.713,3,1,0
5,141,0.6694,1,0,0
5,142,0.55,2,0,0
5,143,0.55,1,0,0
5,145,0.7,3,1,1
5,146,0.7,3,0,0
5,147,0.7435,2,0,0
5,148,0.55,1,0,0
5,149,0.55,2,0,0
5,150,0.4,1,0,0
6,1,0.4,1,0,0
6,2,0.6213,2,1,0
6,3,0.4,2,0,0
6,4,0.4,1,0,0
6,5,0.4,1,0,0
6,6,0.55,2,1,0
6,8,0.55,1,0,0
6,9,0.7805,3,0,0
6,11,0.43,2,1,0
6,12,0.43,2,0,0
6,14,0.4,2,0,0
6,15,0.49,1,1,0
6,17,0.55,2,1,0
6,18,0.5914,1,0,0
6,19,0.597,1,0,0
6,21,0.4,2,0,0
6,23,0.6095,1,1,0
6,24,0.5868,2,0,0
6,25,0.4,1,0,0
6,28,0.4453,2,0,0
6,29,0.4,1,0,0
6,30,0.4,2,1,0
6,32,0.55,2,1,0
6,33,0.6498,1,0,0
6,34,0.4,2,0,0
6,36,0.6255,1,0,0
6,37,0.4,1,0,0
6,38,0.4315,2,0,0
6,39,0.55,1,0,0
6,40,0.43,2,0,0
6,41,0.4467,2,0,0
6,42,0.6175,1,0,0
6,43,0.7,2,1,1
6,44,0.4716,1,0,0
6,45,0.4864,2,0,0
6,46,0.4619,1,0,0
6,47,0.43,1,1,0
6,48,0.4,2,0,0
6,49,0.4926,1,0,0
6,51,0.4,1,0,0
6,52,0.55,2,0,0
6,53,0.4,1,1,0
6,54,0.55,1,0,0
6,56,0.55,1,1,0
6,60,0.4,2,0,0
6,61,0.4,2,0,0
6,62,0.4,1,0,0
6,63,0.4,1,0,0
6,65,0.4735,2,0,0
6,66,0.4,1,0,0
6,68,0.4,2,0,0
6,71,0.4923,1,0,0
6,72,0.6359,1,0,0
6,78,0.4,1,0,0
6,79,0.43,1,1,0
6,80,0.6055,1,0,0
6,81,0.4829,1,0,0
6,82,0.4,2,0,0
6,83,0.55,1,0,0
6,85,0.7,1,0,0
6,88,0.55,1,0,0
6,89,0.4659,1,0,0
6,90,0.55,1,0,0
6,91,0.55,2,1,0
6,92,0.4,2,1,0
6,94,0.4,2,1,0
6,95,0.4,2,0,0
6,97,0.4,1,0,0
6,99,0.4428,2,0,0
6,100,0.55,2,0,0
6,102,0.6971,1,1,0
6,103,0.43,1,0,0
6,105,0.4,1,0,0
6,107,0.4042,1,1,0
6,108,0.4,2,0,0
6,109,0.462,1,0,0
6,110,0.4,1,1,0
6,112,0.55,1,0,0
6,113,0.4,1,1,0
6,114,0.55,2,0,0
6,115,0.561,1,0,0
6,116,0.4751,1,1,0
6,117,0.5033,1,0,0
6,118,0.55,1,0,0
6,120,0.4,2,0,0
6,123,0.4,1,1,0
6,126,0.55,1,0,0
6,127,0.4,1,0,0
6,129,0.4,1,0,0
6,130,0.4,1,0,0
6,131,0.4741,2,0,0
6,132,0.4,1,0,0
6,134,0.55,1,0,0
6,135,0.4281,1,0,0
6,136,0.55,1,0,0
6,137,0.4318,1,0,0
6,138,0.4837,2,0,0
6,139,0.6061,1,1,0
6,140,0.6223,1,0,0
6,141,0.4692,1,0,0
6,142,0.55,1,0,0
6,143,0.4,1,1,0
6,144,0.4383,1,0,0
6,145,0.4,1,1,0
6,146,0.55,1,0,0
6,147,0.4508,1,0,0
6,148,0.4,1,0,0
6,149,0.55,2,0,0
6,150,0.4,2,1,0
7,2,0.4603,1,0,0
7,9,0.4844,1,0,0
7,10,0.7635,2,0,0
7,11,0.5218,2,0,0
7,12,0.6045,2,0,0
7,15,0.4046,1,0,0
7,16,0.55,2,0,0
7,18,0.5039,2,0,0
7,19,0.4482,1,0,0
7,20,0.6654,2,0,0
7,22,0.4,2,0,0
7,23,0.5294,1,0,0
7,24,0.5062,1,0,0
7,26,0.475,1,0,0
7,28,0.6723,2,0,0
7,31,0.4,2,0,0
7,33,0.4747,1,0,0
7,35,0.555,2,1,0
7,36,0.4624,1,0,0
7,38,0.4405,1,0,0
7,40,0.5964,2,0,0
7,41,0.4481,1,0,0
7,42,0.4908,2,0,0
7,46,0.4,1,0,0
7,47,0.6134,1,0,0
7,49,0.405,1,0,0
7,55,0.7545,3,1,0
7,57,0.5885,1,0,0
7,59,0.63,1,0,0
7,65,0.4128,1,0,0
7,71,0.4785,1,0,0
7,72,0.4816,1,0,0
7,75,0.6197,1,0,0
7,76,0.5439,1,0,0
7,77,0.555,1,0,0
7,79,0.5883,1,0,0
7,80,0.4524,2,0,0
7,86,0.475,1,1,0
7,89,0.4576,1,0,0
7,93,0.5289,2,0,0
7,96,0.6529,2,1,0
7,101,0.475,1,0,0
7,102,0.4983,2,1,0
7,103,0.5418,1,1,0
7,104,0.475,2,0,0
7,106,0.55,1,0,0
7,115,0.4302,2,0,0
7,117,0.48,2,0,0
7,119,0.4738,2,1,0
7,122,0.55,1,0,0
7,125,0.6444,2,1,0
7,128,0.7449,3,1,0
7,131,0.4875,1,1,0
7,138,0.6327,1,0,0
7,139,0.5715,1,1,0
7,140,0.5358,1,0,0
7,141,0.4,1,0,0
7,144,0.5939,2,1,0
7,147,0.4501,1,0,0
8,1,0.55,1,0,0
8,2,0.5574,1,0,0
8,3,0.55,2,0,0
8,4,0.55,1,1,0
8,5,0.4,1,0,0
8,6,0.55,1,0,0
8,8,0.4,1,0,0
8,9,0.4876,1,0,0
8,11,0.43,1,0,0
8,12,0.43,1,0,0
8,14,0.55,1,0,0
8,15,0.5013,1,1,0
8,17,0.55,2,0,0
8,18,0.431,2,0,0
8,19,0.4425,1,0,0
8,21,0.4,2,0,0
8,23,0.7244,2,1,0
8,24,0.5743,2,1,0
8,25,0.55,1,0,0
8,28,0.445,1,0,0
8,29,0.55,2,1,0
8,30,0.4,1,0,0
8,32,0.55,1,0,0
8,33,0.5155,1,0,0
8,34,0.4,1,1,0
8,35,0.4084,2,0,0
8,36,0.5513,1,1,0
8,37,0.4,1,0,0
8,38,0.6149,1,0,0
8,39,0.55,2,0,0
8,40,0.43,2,0,0
8,41,0.5929,2,0,0
8,42,0.4687,1,0,0
8,43,0.55,2,0,0
8,44,0.676,1,0,0
8,46,0.5119,1,0,0
8,47,0.58,1,0,0
8,48,0.4,2,0,0
8,49,0.7063,3,1,0
8,51,0.4,2,0,0
8,52,0.4,2,0,0
8,53,0.4,2,1,0
8,54,0.7,2,1,1
8,56,0.55,1,0,0
8,60,0.4,1,1,0
8,61,0.4,1,0,0
8,62,0.55,1,0,0
8,63,0.4,1,1,0
8,66,0.55,2,0,0
8,68,0.55,1,0,0
8,70,0.6344,2,1,0
8,71,0.5046,1,0,0
8,72,0.6454,2,0,0
8,78,0.55,2,0,0
8,79,0.43,1,0,0
8,80,0.7302,4,1,0
8,82,0.4,2,1,0
8,83,0.7,1,1,0
8,85,0.55,2,0,0
8,87,0.4478,1,0,0
8,88,0.7,4,1,1
8,89,0.5652,1,0,0
8,90,0.4,2,0,0
8,91,0.55,1,0,0
8,92,0.55,1,1,0
8,94,0.4,1,0,0
8,95,0.4,1,1,0
8,97,0.55,2,0,0
8,98,0.5704,1,0,0
8,99,0.5986,1,0,0
8,100,0.7,4,1,0
8,102,0.6353,2,1,0
8,103,0.43,1,0,0
8,105,0.55,2,1,0
8,107,0.4955,1,0,0
8,108,0.4,1,0,0
8,110,0.4,2,1,0
8,112,0.55,1,0,0
8,113,0.4,1,0,0
8,114,0.7,4,0,0
8,115,0.7946,3,1,1
8,117,0.7219,2,0,0
8,118,0.7,2,1,0
8,120,0.4,1,1,0
8,123,0.55,2,0,0
8,126,0.7,1,1,1
8,127,0.4,1,0,0
8,129,0.55,1,0,0
8,130,0.55,2,0,0
8,132,0.4,1,0,0
8,134,0.4,2,1,0
8,135,0.6199,1,0,0
8,136,0.55,2,1,0
8,137,0.6146,1,0,0
8,139,0.4523,2,0,0
8,140,0.7059,4,1,0
8,141,0.6726,1,0,0
8,142,0.7,2,1,0
8,143,0.55,2,1,0
8,144,0.455,1,0,0
8,145,0.55,1,0,0
8,146,0.7,3,1,0
8,147,0.5869,2,0,0
8,148,0.55,1,0,0
8,149,0.7,1,0,0
8,150,0.4,1,0,0
9,1,0.425,2,0,0
9,2,0.475,2,0,0
9,3,0.425,1,0,0
9,4,0.425,1,0,0
9,9,0.475,1,0,0
9,10,0.405,2,0,0
9,11,0.555,2,0,0
9,12,0.555,1,1,0
9,14,0.425,2,0,0
9,15,0.625,1,0,0
9,18,0.475,1,0,0
9,19,0.475,2,0,0
9,20,0.405,1,0,0
9,23,0.625,1,0,0
9,24,0.625,2,0,0
9,25,0.425,2,0,0
9,29,0.425,1,0,0
9,31,0.615,1,0,0
9,33,0.475,1,0,0
9,35,0.5585,2,0,0
9,36,0.475,2,0,0
9,38,0.6358,1,0,0
9,40,0.555,1,1,0
9,41,0.625,1,0,0
9,42,0.475,1,0,0
9,44,0.9156,2,1,0
9,45,0.7279,4,1,1
9,46,0.7597,1,1,1
9,47,0.705,3,1,1
9,49,0.8622,2,1,1
9,54,0.425,1,0,0
9,57,0.475,2,0,0
9,59,0.5758,1,1,0
9,62,0.425,2,0,0
9,64,0.7568,3,1,0
9,65,0.475,1,0,0
9,66,0.425,1,0,0
9,68,0.425,2,0,0
9,70,0.7249,3,1,1
9,71,0.625,1,0,0
9,72,0.625,2,0,0
9,75,0.475,1,0,0
9,76,0.475,1,0,0
9,77,0.5775,1,0,0
9,78,0.425,1,0,0
9,79,0.555,1,0,0
9,80,0.625,1,0,0
9,81,0.475,1,0,0
9,83,0.425,1,0,0
9,87,0.6393,1,0,0
9,88,0.425,1,0,0
9,89,0.625,2,0,0
9,92,0.425,2,0,0
9,93,0.555,1,0,0
9,97,0.425,1,0,0
9,98,0.8374,1,1,0
9,99,0.625,1,0,0
9,100,0.425,1,0,0
9,102,0.5733,2,1,0
9,103,0.555,1,0,0
9,104,0.5667,1,1,0
9,105,0.425,1,0,0
9,106,0.6067,1,0,0
9,107,0.5555,2,0,0
9,109,0.76,1,1,0
9,114,0.425,1,0,0
9,115,0.6881,1,0,0
9,116,0.7566,3,0,0
9,117,0.8348,3,1,1
9,118,0.425,1,0,0
9,119,0.555,2,0,0
9,121,0.555,2,0,0
9,123,0.425,2,0,0
9,126,0.425,1,0,0
9,129,0.425,1,0,0
9,130,0.425,2,0,0
9,131,0.475,1,0,0
9,135,0.6446,1,0,0
9,137,0.6352,1,0,0
9,139,0.475,1,0,0
9,140,0.625,1,0,0
9,141,0.9216,2,0,0
9,142,0.425,1,0,0
9,143,0.425,2,0,0
9,145,0.425,1,0,0
9,146,0.425,2,1,0
9,147,0.625,1,1,0
9,148,0.425,2,0,0
9,149,0.425,1,0,0
10,2,0.9402,2,0,0
10,6,0.5,1,0,0
10,9,0.5762,2,0,0
10,10,0.5821,1,0,0
10,11,0.7767,2,0,0
10,12,0.756,2,1,1
10,15,0.5888,1,0,0
10,16,0.4,1,1,0
10,17,0.5,1,1,0
10,18,0.8243,1,0,0
10,19,0.5223,1,1,0
10,20,0.4937,1,0,0
10,23,0.8058,1,1,1
10,24,0.6682,1,0,0
10,28,0.6747,1,0,0
10,32,0.5,2,0,0
10,33,0.9018,1,1,0
10,35,0.48,1,0,0
10,36,0.9346,3,1,0
10,38,0.6929,1,0,0
10,39,0.5,2,0,0
10,40,0.7776,3,1,1
10,41,0.6727,2,0,0
10,42,0.859,3,1,1
10,44,0.55,1,0,0
10,46,0.7,4,1,0
10,47,0.5823,1,0,0
10,49,0.63,2,0,0
10,55,0.63,2,0,0
10,56,0.5,1,0,0
10,57,0.7,4,1,0
10,59,0.48,1,0,0
10,64,0.55,1,0,0
10,65,0.717,4,1,0
10,70,0.6606,1,0,0
10,71,0.5919,1,1,0
10,72,0.7334,1,1,1
10,75,0.7,1,0,0
10,76,0.55,1,1,0
10,77,0.48,1,1,0
10,79,0.7993,3,0,0
10,80,0.8111,3,1,0
10,81,0.7748,3,1,0
10,86,0.55,2,0,0
10,87,0.63,2,0,0
10,89,0.6474,2,1,0
10,91,0.5,2,0,0
10,93,0.6077,2,0,0
10,96,0.48,1,0,0
10,98,0.48,1,0,0
10,99,0.678,2,0,0
10,102,0.6615,2,1,0
10,103,0.7235,2,1,0
10,107,0.8208,3,1,0
10,112,0.5,1,0,0
10,115,0.8299,2,1,0
10,117,0.63,1,1,0
10,119,0.5549,2,0,0
10,121,0.55,1,0,0
10,122,0.4,2,0,0
10,128,0.63,1,0,0
10,131,0.7177,3,1,1
10,135,0.6975,1,0,0
10,136,0.5,1,0,0
10,137,0.6926,2,0,0
10,138,0.5805,1,0,0
10,139,0.8439,1,1,1
10,140,0.7888,4,1,0
10,141,0.55,2,0,0
10,144,0.6839,1,0,0
10,147,0.6673,1,1,0
11,2,0.7817,3,1,0
11,9,0.6729,1,1,0
11,10,0.7843,4,1,1
11,11,0.8131,2,1,1
11,12,0.7998,2,1,0
11,15,0.6647,2,0,0
11,18,0.8437,1,0,0
11,19,0.461,1,1,0
11,20,0.674,1,0,0
11,23,0.6216,2,0,0
11,24,0.6898,2,0,0
11,28,0.4595,1,0,0
11,33,0.8064,3,0,0
11,36,0.7853,3,1,1
11,38,0.5977,1,0,0
11,40,0.9636,4,1,0
11,41,0.6107,1,0,0
11,42,0.984,3,1,0
11,44,0.4,1,1,0
11,46,0.55,1,0,0
11,47,0.6345,1,0,0
11,49,0.48,1,0,0
11,55,0.48,1,0,0
11,57,0.6988,2,0,0
11,64,0.7,1,1,0
11,65,0.8288,1,0,0
11,70,0.5678,1,0,0
11,71,0.6628,1,0,0
11,72,0.6682,1,0,0
11,75,0.6273,2,0,0
11,76,0.6468,1,0,0
11,77,0.48,1,0,0
11,79,0.8276,4,1,1
11,80,0.6182,1,0,0
11,81,0.7916,1,1,1
11,86,0.4,1,0,0
11,87,0.63,1,1,0
11,89,0.627,2,0,0
11,91,0.5,2,0,0
11,93,0.8008,2,0,0
11,96,0.48,2,1,0
11,98,0.48,1,0,0
11,99,0.6073,2,0,0
11,102,0.4183,1,1,0
11,103,0.7788,3,1,0
11,107,0.7244,1,1,1
11,115,0.5802,1,0,0
11,117,0.48,1,0,0
11,119,0.7669,1,1,0
11,121,0.55,2,1,0
11,125,0.5401,1,0,0
11,128,0.63,2,0,0
11,131,0.8283,3,1,0
11,135,0.5948,1,1,0
11,137,0.5979,1,0,0
11,138,0.5201,1,1,0
11,139,0.8437,1,0,0
11,140,0.6326,1,0,0
11,141,0.4,1,0,0
11,144,0.4535,1,0,0
11,147,0.6142,2,1,0
12,1,0.475,2,1,0
12,3,0.475,1,1,0
12,4,0.475,2,0,0
12,5,0.475,2,0,0
12,6,0.475,1,0,0
12,8,0.625,1,0,0
12,9,0.425,2,0,0
12,14,0.475,1,0,0
12,17,0.475,1,0,0
12,19,0.505,1,0,0
12,21,0.475,1,0,0
12,25,0.475,1,0,0
12,29,0.475,1,0,0
12,32,0.475,2,0,0
12,34,0.475,2,0,0
12,39,0.475,2,1,0
12,43,0.625,1,0,0
12,44,0.5132,1,0,0
12,45,0.6191,1,1,0
12,46,0.542,1,1,0
12,48,0.475,1,0,0
12,49,0.4507,1,0,0
12,51,0.475,2,0,0
12,52,0.625,1,0,0
12,54,0.475,1,1,0
12,56,0.475,2,0,0
12,60,0.475,1,1,0
12,61,0.475,2,0,0
12,62,0.475,1,0,0
12,63,0.475,1,1,0
12,64,0.5029,2,0,0
12,66,0.475,1,0,0
12,68,0.475,2,1,0
12,78,0.475,1,1,0
12,82,0.475,2,1,0
12,83,0.475,1,1,0
12,85,0.625,1,0,0
12,88,0.475,1,0,0
12,90,0.625,1,1,0
12,91,0.475,2,1,0
12,92,0.475,1,0,0
12,94,0.475,1,1,0
12,95,0.475,1,0,0
12,97,0.475,2,1,0
12,98,0.4217,2,1,0
12,100,0.475,1,0,0
12,102,0.4383,1,0,0
12,104,0.4076,2,0,0
12,105,0.475,1,1,0
12,108,0.475,2,1,0
12,109,0.6916,2,0,0
12,110,0.475,1,0,0
12,112,0.475,1,0,0
12,113,0.475,1,0,0
12,114,0.475,1,0,0
12,116,0.6526,2,0,0
12,117,0.4187,1,0,0
12,118,0.475,1,0,0
12,120,0.475,2,0,0
12,121,0.5469,1,1,0
12,123,0.475,1,0,0
12,126,0.475,1,0,0
12,129,0.475,1,1,0
12,130,0.475,1,0,0
12,132,0.475,2,0,0
12,134,0.625,1,1,0
12,136,0.475,1,0,0
12,141,0.5202,1,0,0
12,142,0.475,1,0,0
12,143,0.475,1,0,0
12,145,0.475,2,0,0
12,146,0.475,1,0,0
12,148,0.475,2,1,0
